# Kaynak: IBB Acik Veri Portali - Ilcelere Gore Dogalgaz Kullanim Sinifi Bazinda
#   Kullanici Sayisi ve Tuketim Miktari (yayinci: IGDAS)
# URL: https://data.ibb.gov.tr/dataset/istanbul-ilceleri-dogalgaz-kullanim-sinifi-kullanici-sayisi-tuketim-miktari
# CKAN resource id: 86bc29a5-751a-4e83-a9de-0a103da94483 (indirilen dosya formati: XLSX,
#   sheet=Report; portaldaki son guncelleme tarihi: 2026-02-24)
# Cekilme tarihi: 2026-08-20
# Filtre: Yil=2025, Kullanici Sinifi=MESKEN (Ticari/Sanayi/Resmi vb. disarida birakildi)
# Kolonlar orijinal basliklardan degistirilmeden: ilce, kullanim_sinifi,
#   kullanici_sayisi (Tuketim Yapan Gaz Kullanici Sayisi, Sayac-Adet),
#   tuketim_m3 (Duzeltilmis Tuketim, m3)
#
# ACIK SORU - COZULMEDI: portalda kullanici_sayisi (sayac-adet) kolonunun tam olarak
# neyi olctugune dair bir metodoloji notu yok (yillik farkli sayac mi, donem ici bir
# ortalama mi, vb.). Ornegin tek basina OCAK+KOMBI kategorisinin 2025 Istanbul mesken
# sayac toplami (4.436.039) Adim 1 populasyon modelinin uretttigi Istanbul kombi hane
# sayisindan (2.643.287) belirgin sekilde yuksek -- bu sayi dogrudan kullanilmadan once
# (merkezi_pay/penetrasyon hesabinda) ayrica arastirilacak, burada VARSAYILMADI.
ilce,kullanim_sinifi,kullanici_sayisi,tuketim_m3
EYÜPSULTAN,MERKEZİ+OCAK+ŞOFBEN,6698,1325791.69231326
EYÜPSULTAN,OCAK,246,165251.632097486
EYÜPSULTAN,OCAK+KOMBİ,119947,106774004.723183
EYÜPSULTAN,OCAK+SOBA,3227,1796244.64849681
EYÜPSULTAN,OCAK+SOBA+KOMBİ,3645,3556174.7985064
EYÜPSULTAN,OCAK+SOBA+KOMBİ+ŞOFBEN,1,151.753550624873
EYÜPSULTAN,OCAK+SOBA+ŞOFBEN,499,388601.538126113
EYÜPSULTAN,OCAK+ŞOFBEN,54,32591.046659745
EYÜPSULTAN,OCAK+ŞOFBEN+KOMBİ,7,11150.3810877914
EYÜPSULTAN,OCAK+ŞOFBEN+SOBA+MERKEZİ,1,976.117700900177
EYÜPSULTAN,SOBA,19,10508.2390677161
EYÜPSULTAN,SOBA+KOMBİ,8,31854.9247212321
EYÜPSULTAN,ÜRETİM+MERKEZİ ISINMA,1,305671.028147793
EYÜPSULTAN,ŞOFBEN+MERKEZİ,5,536.106590760196
EYÜPSULTAN,ŞOFBEN+SOBA,1,175.33299549918
FATİH,KASKAT KOMBİ,12,51400.9480974183
FATİH,KASKAT KOMBİ+OCAK,8,23445.5018486178
FATİH,KOMBİ,963,985680.644192619
FATİH,KOMBİ+MERKEZİ,3,1193.05394168676
FATİH,MERKEZİ ISINMA,200,3006070.60506516
FATİH,MERKEZİ ISINMA+BOYLER,13,117600.412643663
FATİH,MERKEZİ ISINMA+OCAK,648,53084.3111281139
FATİH,MERKEZİ+OCAK+KOMBİ,405,140791.598366268
FATİH,MERKEZİ+OCAK+SOBA,4,2571.1213718073
FATİH,MERKEZİ+OCAK+ŞOFBEN,1563,360967.231004223
FATİH,OCAK,516,133025.214506481
FATİH,OCAK+KOMBİ,122387,95145983.4727103
FATİH,OCAK+SOBA,7578,3558401.33441193
FATİH,OCAK+SOBA+KOMBİ,1193,909116.43933912
FATİH,OCAK+SOBA+KOMBİ+ŞOFBEN,2,1528.45961527552
FATİH,OCAK+SOBA+ŞOFBEN,600,316094.006339537
FATİH,OCAK+ŞOFBEN,115,57334.0918913997
FATİH,OCAK+ŞOFBEN+KOMBİ,10,11373.0373807483
FATİH,OCAK+ŞOFBEN+SOBA+MERKEZİ,4,573.951998951665
FATİH,SOBA,95,41359.7069608098
FATİH,SOBA+KOMBİ,2,687.000612335518
FATİH,ŞOFBEN,3,216.104640666846
FATİH,ŞOFBEN+MERKEZİ,1,197.510790346685
FATİH,ŞOFBEN+SOBA,3,1356.38878385418
GAZİOSMANPAŞA,KASKAT KOMBİ,1,118674.307608372
GAZİOSMANPAŞA,KOMBİ,129,84608.1609350352
GAZİOSMANPAŞA,MERKEZİ ISINMA,145,8992835.36147879
GAZİOSMANPAŞA,MERKEZİ ISINMA+BOYLER,2,21970.2123916887
GAZİOSMANPAŞA,MERKEZİ ISINMA+OCAK,3637,252221.138547077
GAZİOSMANPAŞA,MERKEZİ+OCAK+KOMBİ,84,39586.493123825
GAZİOSMANPAŞA,MERKEZİ+OCAK+SOBA,3,230.23907814631
GAZİOSMANPAŞA,MERKEZİ+OCAK+ŞOFBEN,3866,609757.587604781
GAZİOSMANPAŞA,OCAK,265,99702.109491116
GAZİOSMANPAŞA,OCAK+KOMBİ,123348,102894126.62345
GAZİOSMANPAŞA,OCAK+SOBA,9629,5223653.25371848
GAZİOSMANPAŞA,OCAK+SOBA+KOMBİ,14551,12102803.5280693
GAZİOSMANPAŞA,OCAK+SOBA+KOMBİ+MERKEZİ,3,2186.15299159836
GAZİOSMANPAŞA,OCAK+SOBA+ŞOFBEN,1148,755600.126481069
GAZİOSMANPAŞA,OCAK+ŞOFBEN,44,25238.0154816879
GAZİOSMANPAŞA,OCAK+ŞOFBEN+KOMBİ,6,4240.17825129782
GAZİOSMANPAŞA,OCAK+ŞOFBEN+SOBA+MERKEZİ,2,491.08620935386
GAZİOSMANPAŞA,SOBA,30,14346.2165531713
GAZİOSMANPAŞA,SOBA+KOMBİ,4,1777.72791008583
GAZİOSMANPAŞA,ŞOFBEN+MERKEZİ,4,351.688945215237
GÜNGÖREN,KASKAT KOMBİ,1,21948.3892778222
GÜNGÖREN,KOMBİ,63,47327.274564809
GÜNGÖREN,MERKEZİ ISINMA,318,7651554.89510397
GÜNGÖREN,MERKEZİ ISINMA+BOYLER,6,414572.42322798
GÜNGÖREN,MERKEZİ ISINMA+OCAK,1577,133237.718916295
GÜNGÖREN,MERKEZİ+OCAK+KOMBİ,1097,262000.773657818
GÜNGÖREN,MERKEZİ+OCAK+SOBA,4,1705.42360209408
GÜNGÖREN,MERKEZİ+OCAK+ŞOFBEN,6530,1260831.85165301
GÜNGÖREN,OCAK,205,59110.0960050341
GÜNGÖREN,OCAK+KOMBİ,72855,57288948.7500356
GÜNGÖREN,OCAK+SOBA,3327,1818356.85105339
GÜNGÖREN,OCAK+SOBA+KOMBİ,2359,1825131.50549293
GÜNGÖREN,OCAK+SOBA+KOMBİ+MERKEZİ,1,160.844264412371
GÜNGÖREN,OCAK+SOBA+KOMBİ+ŞOFBEN,1,848.822691024749
GÜNGÖREN,OCAK+SOBA+ŞOFBEN,258,157535.031838311
GÜNGÖREN,OCAK+ŞOFBEN,65,42826.5169237625
GÜNGÖREN,OCAK+ŞOFBEN+KOMBİ,4,3061.56711574257
GÜNGÖREN,OCAK+ŞOFBEN+KOMBİ+MERKEZİ,3,782.687930391427
GÜNGÖREN,OCAK+ŞOFBEN+SOBA+MERKEZİ,1,377.648110465375
GÜNGÖREN,SOBA,14,6634.68170018111
GÜNGÖREN,SOBA+KOMBİ,3,2752.86829544273
GÜNGÖREN,ŞOFBEN+MERKEZİ,3,376.308010628914
GÜNGÖREN,ŞOFBEN+SOBA,2,1786.13442965674
KADIKÖY,KASKAT KOMBİ,64,1786985.31461421
KADIKÖY,KASKAT KOMBİ+OCAK,4,20071.7662876723
KADIKÖY,KOMBİ,1967,1951042.61517171
KADIKÖY,KOMBİ+MERKEZİ,11,119699.904629736
KADIKÖY,MERKEZİ ISINMA,5177,130963098.766864
KADIKÖY,MERKEZİ ISINMA+BOYLER,263,7019721.80229866
KADIKÖY,MERKEZİ ISINMA+OCAK,22955,1048588.73301027
KADIKÖY,MERKEZİ+OCAK+KOMBİ,3413,664087.292824206
KADIKÖY,MERKEZİ+OCAK+SOBA,41,5832.84276790867
KADIKÖY,MERKEZİ+OCAK+ŞOFBEN,38870,6732843.35723179
KADIKÖY,OCAK,128,91741.6558029038
KADIKÖY,OCAK+KOMBİ,103691,86096956.2820859
KADIKÖY,OCAK+SOBA,1029,563310.33072761
KADIKÖY,OCAK+SOBA+KOMBİ,49,53423.6010180359
KADIKÖY,OCAK+SOBA+KOMBİ+MERKEZİ,2,528.516255975387
KADIKÖY,OCAK+SOBA+ŞOFBEN,96,74694.9512702767
KADIKÖY,OCAK+ŞOFBEN,165,127055.077827213
KADIKÖY,OCAK+ŞOFBEN+KOMBİ,5,9906.86046764734
KADIKÖY,SOBA,52,24952.6446711975
KADIKÖY,SOBA+KOMBİ,11,9943.03442128221
KADIKÖY,SOBA+KOMBİ+MERKEZİ,1,375.170462792477
KADIKÖY,SOBA+MERKEZİ,2,0
KADIKÖY,ŞOFBEN,3,6875.03200827451
KADIKÖY,ŞOFBEN+KOMBİ,1,2873.55631942778
KADIKÖY,ŞOFBEN+MERKEZİ,179,25610.3315487977
KADIKÖY,ŞOFBEN+SOBA,2,1252.10649136073
KADIKÖY,ŞOFBEN+SOBA+MERKEZİ,2,175.484522928416
KARTAL,KASKAT KOMBİ,30,1287820.12063176
KARTAL,KASKAT KOMBİ+OCAK,2,13114.2619827245
KARTAL,KOMBİ,431,505731.362408907
KARTAL,KOMBİ+MERKEZİ,6,106282.678062833
KARTAL,MERKEZİ ISINMA,650,30230450.9938515
KARTAL,MERKEZİ ISINMA+BOYLER,4,873744.907785616
KARTAL,MERKEZİ ISINMA+OCAK,6998,452314.495040973
KARTAL,MERKEZİ+OCAK+KOMBİ,1716,409201.507935999
KARTAL,MERKEZİ+OCAK+SOBA,4,6828.19943939561
KARTAL,MERKEZİ+OCAK+ŞOFBEN,10144,2115506.82081143
KARTAL,OCAK,176,155344.53407661
KARTAL,OCAK+KOMBİ,145543,120798454.570485
KARTAL,OCAK+SOBA,2605,1650908.81555868
KARTAL,OCAK+SOBA+KOMBİ,856,759910.972287391
KARTAL,OCAK+SOBA+KOMBİ+ŞOFBEN,2,5678.55245782529
KARTAL,OCAK+SOBA+ŞOFBEN,752,521356.736530279
KARTAL,OCAK+ŞOFBEN,159,118675.370704188
KARTAL,OCAK+ŞOFBEN+KOMBİ,9,27834.022820291
KARTAL,SOBA,24,13009.8873950412
KARTAL,SOBA+KOMBİ,4,2431.13838938662
KARTAL,ÜRETİM+MERKEZİ ISINMA,1,18103.8575894985
KARTAL,ŞOFBEN+MERKEZİ,31,3817.54436136055
KARTAL,ŞOFBEN+SOBA,3,1653.74216054846
KARTAL,ŞOFBEN+SOBA+MERKEZİ,2,327.70156570073
KAĞITHANE,KASKAT KOMBİ,19,1115328.62766221
KAĞITHANE,KASKAT KOMBİ+OCAK,1,8350.55512203197
KAĞITHANE,KOMBİ,391,312965.190886788
KAĞITHANE,MERKEZİ ISINMA,315,17811032.6812898
KAĞITHANE,MERKEZİ ISINMA+BOYLER,4,214993.204904327
KAĞITHANE,MERKEZİ ISINMA+OCAK,3196,209005.302949645
KAĞITHANE,MERKEZİ+OCAK+KOMBİ,189,68873.74127307
KAĞITHANE,MERKEZİ+OCAK+ŞOFBEN,4697,920221.959137065
KAĞITHANE,OCAK,388,75862.6472980377
KAĞITHANE,OCAK+KOMBİ,146312,119906724.190873
KAĞITHANE,OCAK+SOBA,1738,988582.776193519
KAĞITHANE,OCAK+SOBA+KOMBİ,1041,879673.752692791
KAĞITHANE,OCAK+SOBA+ŞOFBEN,122,88903.7619183112
KAĞITHANE,OCAK+ŞOFBEN,46,21435.7596933897
KAĞITHANE,OCAK+ŞOFBEN+KOMBİ,2,2136.78072854679
KAĞITHANE,SOBA,16,9517.06568885897
KAĞITHANE,SOBA+KOMBİ,1,653.696419167423
KAĞITHANE,ŞOFBEN+MERKEZİ,6,2231.46641497643
KAĞITHANE,ŞOFBEN+SOBA,2,1928.83469451206
KÜÇÜKÇEKMECE,KASKAT KOMBİ,21,871541.230452988
KÜÇÜKÇEKMECE,KASKAT KOMBİ+OCAK,1,0
KÜÇÜKÇEKMECE,KOMBİ,353,421381.376584312
KÜÇÜKÇEKMECE,KOMBİ+MERKEZİ,3,1950.75855217379
KÜÇÜKÇEKMECE,MERKEZİ ISINMA,565,42723605.6808406
KÜÇÜKÇEKMECE,MERKEZİ ISINMA+BOYLER,5,781440.133015031
KÜÇÜKÇEKMECE,MERKEZİ ISINMA+OCAK,12687,613408.957495949
KÜÇÜKÇEKMECE,MERKEZİ+OCAK+KOMBİ,744,255374.278963545
KÜÇÜKÇEKMECE,MERKEZİ+OCAK+SOBA,5,1336.79815410842
KÜÇÜKÇEKMECE,MERKEZİ+OCAK+ŞOFBEN,16686,3181651.84019334
KÜÇÜKÇEKMECE,OCAK,416,132783.583116982
KÜÇÜKÇEKMECE,OCAK+KOMBİ,201726,164317598.792331
KÜÇÜKÇEKMECE,OCAK+SOBA,10451,5537934.46794321
KÜÇÜKÇEKMECE,OCAK+SOBA+KOMBİ,18341,15032827.7717765
KÜÇÜKÇEKMECE,OCAK+SOBA+KOMBİ+MERKEZİ,2,239.147836557405
KÜÇÜKÇEKMECE,OCAK+SOBA+KOMBİ+ŞOFBEN,10,5644.44354778189
KÜÇÜKÇEKMECE,OCAK+SOBA+ŞOFBEN,1029,708612.646867294
KÜÇÜKÇEKMECE,OCAK+ŞOFBEN,91,47304.1330852788
KÜÇÜKÇEKMECE,OCAK+ŞOFBEN+KOMBİ,8,5882.04211988907
KÜÇÜKÇEKMECE,SOBA,55,23802.8469437362
KÜÇÜKÇEKMECE,SOBA+KOMBİ,15,13494.2272787833
KÜÇÜKÇEKMECE,ÜRETİM+MERKEZİ ISINMA,1,125927.856858013
KÜÇÜKÇEKMECE,ŞOFBEN+MERKEZİ,22,2962.47102044973
KÜÇÜKÇEKMECE,ŞOFBEN+SOBA,7,4447.21656199956
MALTEPE,KASKAT KOMBİ,25,663316.579716164
MALTEPE,KOMBİ,524,481554.29778251
MALTEPE,KOMBİ+MERKEZİ,1,27755.472213179
MALTEPE,MERKEZİ ISINMA,1152,38399781.1172939
MALTEPE,MERKEZİ ISINMA+BOYLER,7,180849.197444221
MALTEPE,MERKEZİ ISINMA+OCAK,10238,595355.627738084
MALTEPE,MERKEZİ+OCAK+KOMBİ,958,250113.381694136
MALTEPE,MERKEZİ+OCAK+SOBA,7,1032.41219154916
MALTEPE,MERKEZİ+OCAK+ŞOFBEN,20898,3649229.01448503
MALTEPE,OCAK,222,108261.503658782
MALTEPE,OCAK+KOMBİ,155702,128845441.151966
MALTEPE,OCAK+SOBA,1446,1001134.499154
MALTEPE,OCAK+SOBA+KOMBİ,317,302535.408153218
MALTEPE,OCAK+SOBA+ŞOFBEN,387,298101.688953884
MALTEPE,OCAK+ŞOFBEN,212,116612.403990167
MALTEPE,OCAK+ŞOFBEN+KOMBİ,2,1255.19730791766
MALTEPE,SOBA,26,17089.2893110692
MALTEPE,SOBA+KOMBİ,8,6044.96163530657
MALTEPE,ŞOFBEN+MERKEZİ,49,7797.92904672215
MALTEPE,ŞOFBEN+SOBA,1,116.854021143449
PENDİK,KASKAT KOMBİ,38,1260294.34232691
PENDİK,KASKAT KOMBİ+OCAK,3,9952.78517502095
PENDİK,KOMBİ,881,615051.933904387
PENDİK,KOMBİ+MERKEZİ,2,45294.6333894658
PENDİK,MERKEZİ ISINMA,710,28815609.9348717
PENDİK,MERKEZİ ISINMA+OCAK,8443,532212.970189888
PENDİK,MERKEZİ+OCAK+KOMBİ,759,200666.24509709
PENDİK,MERKEZİ+OCAK+SOBA,4,377.296070729747
PENDİK,MERKEZİ+OCAK+ŞOFBEN,15563,3127266.49973279
PENDİK,OCAK,487,149083.04590343
PENDİK,OCAK+KOMBİ,221347,192434156.378559
PENDİK,OCAK+SOBA,3679,2383660.1528593
PENDİK,OCAK+SOBA+KOMBİ,2784,2610448.67411655
PENDİK,OCAK+SOBA+KOMBİ+ŞOFBEN,2,2909.24204188198
PENDİK,OCAK+SOBA+ŞOFBEN,978,805651.246295405
PENDİK,OCAK+ŞOFBEN,234,106663.733640964
PENDİK,OCAK+ŞOFBEN+KOMBİ,8,7914.85364665173
PENDİK,OCAK+ŞOFBEN+SOBA+MERKEZİ,1,146.427463408373
PENDİK,SOBA,19,14638.5859787499
PENDİK,SOBA+KOMBİ,4,5089.50303008945
PENDİK,ŞOFBEN,1,1161.43349146423
PENDİK,ŞOFBEN+MERKEZİ,19,2551.96456475184
PENDİK,ŞOFBEN+SOBA,5,4768.99742353288
SANCAKTEPE,KASKAT KOMBİ,14,462766.736165588
SANCAKTEPE,KOMBİ,466,646092.299116269
SANCAKTEPE,MERKEZİ ISINMA,235,15842040.5804593
SANCAKTEPE,MERKEZİ ISINMA+OCAK,6849,359343.473237994
SANCAKTEPE,MERKEZİ+OCAK+ŞOFBEN,1838,370333.454176455
SANCAKTEPE,OCAK,305,97914.4754283425
SANCAKTEPE,OCAK+KOMBİ,147394,133409721.582818
SANCAKTEPE,OCAK+SOBA,719,492253.205496687
SANCAKTEPE,OCAK+SOBA+KOMBİ,880,898609.906876663
SANCAKTEPE,OCAK+SOBA+ŞOFBEN,134,107388.94684118
SANCAKTEPE,OCAK+ŞOFBEN,36,25128.3540796161
SANCAKTEPE,OCAK+ŞOFBEN+KOMBİ,2,2095.38124674939
SANCAKTEPE,SOBA,5,2502.80811197825
SANCAKTEPE,SOBA+KOMBİ,1,1328.29750576148
SANCAKTEPE,ŞOFBEN+MERKEZİ,7,672.716548320192
SARIYER,KASKAT KOMBİ,30,890059.760834462
SARIYER,KASKAT KOMBİ+OCAK,37,630615.970151782
SARIYER,KOMBİ,3073,7425465.74321984
SARIYER,KOMBİ+MERKEZİ,12,22937.5104085358
SARIYER,MERKEZİ ISINMA,762,37465496.2511653
SARIYER,MERKEZİ ISINMA+BOYLER,69,2235664.11398786
SARIYER,MERKEZİ ISINMA+OCAK,3314,731447.086462065
SARIYER,MERKEZİ+OCAK+KOMBİ,298,218758.298492096
SARIYER,MERKEZİ+OCAK+SOBA,13,50450.7109266171
SARIYER,MERKEZİ+OCAK+ŞOFBEN,1608,288480.517458398
SARIYER,OCAK,462,1233932.8993455
SARIYER,OCAK+KOMBİ,98775,116288740.738679
SARIYER,OCAK+SOBA,1355,1001855.85032511
SARIYER,OCAK+SOBA+KOMBİ,1163,1323874.10740114
SARIYER,OCAK+SOBA+KOMBİ+MERKEZİ,1,331.972174628643
SARIYER,OCAK+SOBA+KOMBİ+ŞOFBEN,1,1609.44117325417
SARIYER,OCAK+SOBA+ŞOFBEN,166,137987.433593554
SARIYER,OCAK+ŞOFBEN,89,100007.134898447
SARIYER,OCAK+ŞOFBEN+KOMBİ,12,33480.8887024642
SARIYER,OCAK+ŞOFBEN+SOBA+MERKEZİ,5,3150.5166931705
SARIYER,SOBA,39,30240.0515739427
SARIYER,SOBA+KOMBİ,22,52324.6988640517
SARIYER,SOBA+MERKEZİ,2,7494.28594368789
SARIYER,ÜRETİM+MERKEZİ ISINMA,1,15206.9465604891
SARIYER,ŞOFBEN,3,2718.96164228137
SARIYER,ŞOFBEN+KOMBİ,1,2346.23425833903
SARIYER,ŞOFBEN+MERKEZİ,26,6208.95421835067
SARIYER,ŞOFBEN+SOBA,2,1447.22104647699
SULTANBEYLİ,KASKAT KOMBİ,3,153992.217433949
SULTANBEYLİ,KASKAT KOMBİ+OCAK,1,3608.9314138751
SULTANBEYLİ,KOMBİ,112,82384.8051838467
SULTANBEYLİ,MERKEZİ ISINMA,106,4451019.97875088
SULTANBEYLİ,MERKEZİ ISINMA+OCAK,2562,147634.051845119
SULTANBEYLİ,MERKEZİ+OCAK+KOMBİ,3,1420.51827730176
SULTANBEYLİ,MERKEZİ+OCAK+ŞOFBEN,2246,413871.482111574
SULTANBEYLİ,OCAK,253,127178.25599667
SULTANBEYLİ,OCAK+KOMBİ,104917,99463280.6066607
SULTANBEYLİ,OCAK+SOBA,1582,1080084.04037294
SULTANBEYLİ,OCAK+SOBA+KOMBİ,2124,2245414.68416391
SULTANBEYLİ,OCAK+SOBA+ŞOFBEN,253,219542.200896132
SULTANBEYLİ,OCAK+ŞOFBEN,47,31818.7575877612
SULTANBEYLİ,OCAK+ŞOFBEN+KOMBİ,6,6493.3894939522
SULTANBEYLİ,SOBA,8,1275.27121452047
SULTANBEYLİ,SOBA+KOMBİ,4,4260.0919992672
SULTANBEYLİ,ŞOFBEN,1,119.805774602926
SULTANBEYLİ,ŞOFBEN+SOBA,1,209.759274836467
SULTANGAZİ,KASKAT KOMBİ,9,294386.809777964
SULTANGAZİ,KOMBİ,74,52528.1389697013
SULTANGAZİ,MERKEZİ ISINMA,69,3280329.08979397
SULTANGAZİ,MERKEZİ ISINMA+BOYLER,1,31157.8725087816
SULTANGAZİ,MERKEZİ ISINMA+OCAK,1151,96038.9349206062
SULTANGAZİ,MERKEZİ+OCAK+KOMBİ,3,716.888478776305
SULTANGAZİ,MERKEZİ+OCAK+ŞOFBEN,2189,552746.665656112
SULTANGAZİ,OCAK,315,90804.5583557928
SULTANGAZİ,OCAK+KOMBİ,127511,109677424.759169
SULTANGAZİ,OCAK+SOBA,6966,3966733.71864738
SULTANGAZİ,OCAK+SOBA+KOMBİ,28362,24770781.259577
SULTANGAZİ,OCAK+SOBA+KOMBİ+ŞOFBEN,1,1185.22468046333
SULTANGAZİ,OCAK+SOBA+ŞOFBEN,589,493216.470374658
SULTANGAZİ,OCAK+ŞOFBEN,35,30114.1449478359
SULTANGAZİ,OCAK+ŞOFBEN+KOMBİ,1,577.327987441708
SULTANGAZİ,OCAK+ŞOFBEN+SOBA+MERKEZİ,4,90.4706148480146
SULTANGAZİ,SOBA,29,10996.524822685
SULTANGAZİ,SOBA+KOMBİ,9,6424.10982959306
SULTANGAZİ,ŞOFBEN+MERKEZİ,1,73.0524083723053
SİLİVRİ,KASKAT KOMBİ,3,104430.920108581
SİLİVRİ,KOMBİ,873,998770.525933987
SİLİVRİ,MERKEZİ ISINMA,250,7253315.67962789
SİLİVRİ,MERKEZİ ISINMA+BOYLER,7,215771.321117589
SİLİVRİ,MERKEZİ ISINMA+OCAK,3664,209342.301335559
SİLİVRİ,MERKEZİ+OCAK+KOMBİ,21,23825.8877660271
SİLİVRİ,MERKEZİ+OCAK+SOBA,1,3480.81933015291
SİLİVRİ,MERKEZİ+OCAK+ŞOFBEN,3009,595834.326651212
SİLİVRİ,OCAK,447,57644.7158130396
SİLİVRİ,OCAK+KOMBİ,83531,63557699.2960619
SİLİVRİ,OCAK+SOBA,1518,868525.852868195
SİLİVRİ,OCAK+SOBA+KOMBİ,4586,4684992.67180447
SİLİVRİ,OCAK+SOBA+KOMBİ+ŞOFBEN,2,4256.13838596703
SİLİVRİ,OCAK+SOBA+ŞOFBEN,329,202803.939979703
SİLİVRİ,OCAK+ŞOFBEN,845,155908.623647871
SİLİVRİ,OCAK+ŞOFBEN+KOMBİ,8,6299.12947135012
SİLİVRİ,SOBA,70,18337.157137268
SİLİVRİ,SOBA+KOMBİ,8,7036.03323736591
SİLİVRİ,ŞOFBEN,2,11.8428791886788
SİLİVRİ,ŞOFBEN+SOBA,3,1044.75051296208
TUZLA,KASKAT KOMBİ,17,357624.143767176
TUZLA,KASKAT KOMBİ+OCAK,2,14966.9821923924
TUZLA,KASKAT KOMBİ+OCAK+ŞOFBEN,1,0
TUZLA,KOMBİ,817,1004710.78284753
TUZLA,KOMBİ+MERKEZİ,11,95860.4087610099
TUZLA,MERKEZİ ISINMA,570,21674506.3652082
TUZLA,MERKEZİ ISINMA+BOYLER,14,1409066.97758501
TUZLA,MERKEZİ ISINMA+OCAK,6437,426295.130342633
TUZLA,MERKEZİ+OCAK+KOMBİ,56,41923.5518703813
TUZLA,MERKEZİ+OCAK+SOBA,1,10087.5494209797
TUZLA,MERKEZİ+OCAK+ŞOFBEN,11855,2262404.3667047
TUZLA,OCAK,105,47893.1502997546
TUZLA,OCAK+KOMBİ,80375,74316554.3821935
TUZLA,OCAK+SOBA,1033,673698.375620643
TUZLA,OCAK+SOBA+KOMBİ,1352,1383129.30646021
TUZLA,OCAK+SOBA+ŞOFBEN,213,175359.458243211
TUZLA,OCAK+ŞOFBEN,79,22897.5863322982
TUZLA,OCAK+ŞOFBEN+KOMBİ,6,11400.080053615
TUZLA,SOBA,8,1453.12341758733
TUZLA,SOBA+KOMBİ,7,16611.459985355
TUZLA,ŞOFBEN,1,1326.97497434264
TUZLA,ŞOFBEN+KOMBİ,1,5843.10852753632
TUZLA,ŞOFBEN+MERKEZİ,1,138.720915284232
ZEYTİNBURNU,KASKAT KOMBİ,17,944000.788765246
ZEYTİNBURNU,KOMBİ,163,114207.490537402
ZEYTİNBURNU,MERKEZİ ISINMA,124,12860499.2905132
ZEYTİNBURNU,MERKEZİ ISINMA+BOYLER,19,989711.958765109
ZEYTİNBURNU,MERKEZİ ISINMA+OCAK,4136,364096.195919068
ZEYTİNBURNU,MERKEZİ+OCAK+KOMBİ,76,19424.2955676616
ZEYTİNBURNU,MERKEZİ+OCAK+SOBA,1,226.727241684731
ZEYTİNBURNU,MERKEZİ+OCAK+ŞOFBEN,1001,217993.306869868
ZEYTİNBURNU,OCAK,243,55363.6777750322
ZEYTİNBURNU,OCAK+KOMBİ,70951,57020053.2834492
ZEYTİNBURNU,OCAK+SOBA,2987,1428203.3995244
ZEYTİNBURNU,OCAK+SOBA+KOMBİ,2168,1692825.26646519
ZEYTİNBURNU,OCAK+SOBA+ŞOFBEN,142,81216.6702429997
ZEYTİNBURNU,OCAK+ŞOFBEN,23,11995.8076516305
ZEYTİNBURNU,OCAK+ŞOFBEN+KOMBİ,2,1510.24771186253
ZEYTİNBURNU,SOBA,2,641.673101448045
ZEYTİNBURNU,SOBA+KOMBİ,1,1007.22062461842
ZEYTİNBURNU,ŞOFBEN+MERKEZİ,1,242.582299129185
ÇATALCA,KASKAT KOMBİ,6,35063.4591183687
ÇATALCA,KOMBİ,163,196963.094037188
ÇATALCA,MERKEZİ ISINMA,13,129111.422807143
ÇATALCA,MERKEZİ ISINMA+OCAK,47,28861.2966931066
ÇATALCA,MERKEZİ+OCAK+KOMBİ,3,18681.9788475337
ÇATALCA,MERKEZİ+OCAK+ŞOFBEN,5,1990.11082329971
ÇATALCA,OCAK,127,34118.715628161
ÇATALCA,OCAK+KOMBİ,25369,24382367.2010689
ÇATALCA,OCAK+SOBA,906,638226.826900407
ÇATALCA,OCAK+SOBA+KOMBİ,3457,4304405.15991781
ÇATALCA,OCAK+SOBA+KOMBİ+ŞOFBEN,4,1051.52512042225
ÇATALCA,OCAK+SOBA+ŞOFBEN,260,202694.573523937
ÇATALCA,OCAK+ŞOFBEN,38,16920.7879325025
ÇATALCA,OCAK+ŞOFBEN+KOMBİ,7,26491.8996710116
ÇATALCA,SOBA,37,25127.4470136964
ÇATALCA,SOBA+KOMBİ,7,6551.7337137308
ÇATALCA,ŞOFBEN+SOBA,3,11014.0203824634
ÇEKMEKÖY,KASKAT KOMBİ,26,880598.996178251
ÇEKMEKÖY,KASKAT KOMBİ+OCAK,2,8213.04945464696
ÇEKMEKÖY,KOMBİ,1713,3275581.02200094
ÇEKMEKÖY,KOMBİ+MERKEZİ,1,8883.15638441261
ÇEKMEKÖY,MERKEZİ ISINMA,202,11111895.4543755
ÇEKMEKÖY,MERKEZİ ISINMA+BOYLER,1,29583.9151521719
ÇEKMEKÖY,MERKEZİ ISINMA+OCAK,6064,373523.243358876
ÇEKMEKÖY,MERKEZİ+OCAK+KOMBİ,12,7279.77246416626
ÇEKMEKÖY,MERKEZİ+OCAK+SOBA,1,10279.0042668067
ÇEKMEKÖY,MERKEZİ+OCAK+ŞOFBEN,1972,381830.606231325
ÇEKMEKÖY,OCAK,161,61655.2136413081
ÇEKMEKÖY,OCAK+KOMBİ,100637,91885110.3503888
ÇEKMEKÖY,OCAK+SOBA,296,213268.866001042
